的	4.094325317834
一	1.5765677795899995
是	1.3516463518602002
不	1.156521204639799
了	1.0999916291144007
在	1.0383148736476002
人	0.9653541147660007
有	0.9209131771099983
我	0.8733916832670001
他	0.8246655632760014
这	0.802072233973
个	0.6199251118389988
们	0.6045626401410011
中	0.5708103694259989
来	0.5578535325300003
上	0.5527404604070014
大	0.5447246061839977
为	0.5369583591800016
和	0.5221932910970004
国	0.5092142324409998
地	0.5009451534999982
到	0.49871574243000083
以	0.47059849682300126
说	0.4521751067719997
时	0.43075694686599775
要	0.41911842884899997
就	0.3984971516190008
出	0.3903050736659992
会	0.3797791940420012
可	0.37369146515599994
也	0.36705129296100125
你	0.3644394608900008
对	0.3636265578729976
生	0.35246348217999923
能	0.3438471236290006
而	0.3355170640440015
子	0.3310732286700002
那	0.3299869463179981
得	0.32593018301000143
于	0.32584543024900015
着	0.3236759662529991
下	0.32101917387500123
自	0.3161107486670005
之	0.3147236973650003
年	0.31104625434699784
过	0.3048644705670007
发	0.2960682707890001
后	0.2949623506010006
作	0.2805063200289979
里	0.2779244614960028
用	0.27672810390899727
道	0.27632242757900016
行	0.2748511403000009
所	0.27029309541299895
然	0.2640906402260015
家	0.2634518937999992
种	0.2601206968219998
事	0.2579646692400033
成	0.257879399692996
方	0.2546525933120023
多	0.24892971473099834
经	0.24874832314900175
么	0.24700727402900213
去	0.24612925608600023
法	0.2412435694229984
学	0.2399231834039952
如	0.23205512972900522
都	0.22716220807399878
同	0.2261508595649957
现	0.22426407703800066
当	0.22184242189700143
没	0.22125948826599995
动	0.22058405009400417
面	0.21972670355699364
起	0.2195990576270006
看	0.21943523674100618
定	0.21836135722999472
天	0.21698980948300317
分	0.21673038334500205
还	0.21490768217499578
进	0.21300126181400003
好	0.2128462262730011
小	0.21239197213999716
部	0.20829851708800362
其	0.20827887925300104
些	0.2069869164170015
主	0.20655540082899648
样	0.20575748458099952
理	0.2057254439019971
心	0.20269759979900215
她	0.20082890475200088
本	0.2005736128949991
前	0.19711787069999787
开	0.19483419718900308
但	0.1935148447410029
因	0.19204355746299484
只	0.19124099014800322
从	0.1911887948499995
想	0.19060017658100037
实	0.19043222141299765
日	0.18798731094000232
军	0.18734804772900304
者	0.18654599719999965
意	0.18616254262999377
无	0.18566281140500251
力	0.18559614612200193
它	0.1788970604219955
与	0.17856580115000042
长	0.17681700025499936
把	0.1760841989340065
机	0.1756154748159986
十	0.175166388534997
民	0.17353438107900132
第	0.16835826117100083
公	0.1646611803169975
此	0.1646136360850008
已	0.1644115730969986
工	0.16409581738000156
使	0.1634451848950036
情	0.16170206863699832
明	0.1601377600329954
性	0.16012277326500168
知	0.15833469669799882
全	0.15774762878600512
三	0.1572432464939979
又	0.1565512711989996
关	0.1563135500369981
点	0.1554489685070024
正	0.15338699581899817
业	0.15305573654800497
外	0.15278494113799468
将	0.15275445081400107
两	0.15224490067200236
高	0.1516981419989989
间	0.15101856954800041
由	0.15100409956299643
问	0.1489565968600033
很	0.14689720809799667
最	0.14660625806800454
重	0.1461690578429966
并	0.14553496248399966
物	0.14529207347000295
手	0.14492825673499965
应	0.14489828319700138
战	0.1440672927009956
向	0.1431422473100028
头	0.14206991815500203
文	0.14171385319799867
体	0.14149163559000044
政	0.13946893857200138
美	0.1392487881050002
相	0.13907979936699633
见	0.13905654403500023
被	0.13896610663599773
利	0.1389185624050029
什	0.13843071723700007
二	0.138243124233
等	0.1376178142200004
产	0.1370328134480019
或	0.13477032812799905
新	0.13122259817900073
己	0.12965828957599967
制	0.12958593965799992
身	0.12905416775299727
果	0.12755859157500282
加	0.12591366448999963
西	0.12589867772099694
斯	0.12449353894100312
月	0.12432093270499678
话	0.12406305692299924
合	0.12365479666700452
回	0.12363722597199711
特	0.12355867463200099
代	0.11975668639600201
内	0.11954842198699822
信	0.11898874368599621
表	0.11719033141700663
化	0.11613660652799496
老	0.11526892428700108
给	0.1125635541060035
世	0.11110363610199414
位	0.11110001860500063
次	0.11103490367800362
度	0.11078633002900062
门	0.10995585631700067
任	0.10980908933899514
常	0.10971813515499917
先	0.10884941934400416
海	0.10816416225500092
通	0.1080318652609975
教	0.10794349500299916
儿	0.10740190418100326
原	0.10727374146900104
东	0.10658073260199785
声	0.10650063090700002
提	0.10602312144199999
立	0.10593320082899993
及	0.10473736002799683
比	0.10369035334399967
员	0.10346916930700445
解	0.10340353759499976
水	0.10280561719400083
名	0.10257203031299866
真	0.10253843927900164
论	0.10189194107599775
处	0.10037879420200113
走	0.10005942098799636
义	0.10000154105300396
各	0.09996433252399584
入	0.09944651381800185
几	0.0994062045789974
口	0.09918967160600545
认	0.09915349664800033
条	0.09885066055799996
平	0.09884394235199778
系	0.09858658335399895
气	0.09854420697399746
题	0.09814834956000595
活	0.09812509422899751
尔	0.09807806678200137
更	0.09683416496299913
别	0.09644967682299921
打	0.0961974856770027
女	0.09570240551799714
变	0.09566778091399897
四	0.09554013498600256
神	0.09537476374200082
总	0.0953313537919982
何	0.09526158779799943
电	0.09500267844600074
数	0.09473291660499683
安	0.09468020452199966
少	0.09458098177500318
报	0.09426729319900318
才	0.09391277859699443
结	0.09388642255500201
反	0.09373707165099887
受	0.09350090084399909
目	0.09344870554600249
太	0.09327454895500153
量	0.09302545852099797
再	0.09281822768100056
感	0.09218568267699823
建	0.09213710487399851
务	0.09099811043700612
做	0.09073713394399618
接	0.0906818379350014
必	0.09041827751600096
场	0.08973043650199486
件	0.08934956585700604
计	0.0888606871209987
管	0.088238994602996
期	0.08775321657600443
市	0.08760644959900077
直	0.08756355643199498
